order_id,order_date,customer_id,product_id,quantity,unit_price,discount,net_sales,channel,province,category,payment_id,payment_method,payment_status,paid_at,is_paid_sale
ORD000159,2026-01-08 21:42:00,C0141,P006,1,284.05,0.05,269.8475,Mobile App,กรุงเทพมหานคร,Accessory,PAY000159,Credit Card,PAID,2026-01-08 23:30:00,True
ORD000160,2026-01-15 17:15:00,C0059,P014,2,990.0,0.0,1980.0,Mobile App,ระยอง,Notebook,PAY000160,Credit Card,PAID,2026-01-15 19:09:00,True
ORD000161,2026-01-11 15:47:00,C0092,P012,1,891.0,0.05,846.4499999999999,Mobile App,กรุงเทพมหานคร,Accessory,PAY000161,Bank Transfer,PAID,2026-01-11 18:21:00,True
ORD000162,2026-01-24 04:41:00,C0130,P002,2,1415.5,0.05,2689.45,Mobile App,ภูเก็ต,Smartphone,PAY000162,Credit Card,PAID,2026-01-24 07:23:00,True
ORD000163,2026-01-24 22:34:00,C0093,P037,1,24605.0,0.1,22144.5,Marketplace,ภูเก็ต,Smart Home,PAY000163,PromptPay,PAID,2026-01-24 23:22:00,True
ORD000164,2026-01-06 04:10:00,C0112,P033,3,11610.0,0.0,34830.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000164,Credit Card,PAID,2026-01-06 04:53:00,True
ORD000165,2026-01-26 09:37:00,C0002,P024,1,299.0,0.0,299.0,Marketplace,ชลบุรี,Accessory,PAY000165,PromptPay,PAID,2026-01-26 11:39:00,True
ORD000166,2026-01-05 14:37:00,C0001,P027,3,27195.0,0.0,81585.0,Web,ชลบุรี,Smartphone,PAY000166,Bank Transfer,PAID,2026-01-05 16:33:00,True
ORD000167,2026-01-04 15:26:00,C0151,P006,1,284.05,0.1,255.645,Web,ชลบุรี,Accessory,PAY000167,Credit Card,FAILED,2026-01-04 16:32:00,False
ORD000168,2026-01-10 11:34:00,C0004,P019,3,3990.0,0.0,11970.0,Marketplace,กรุงเทพมหานคร,Smartphone,PAY000168,Credit Card,PAID,2026-01-10 12:59:00,True
ORD000169,2026-01-23 15:45:00,C0073,P018,1,3591.0,0.1,3231.9,Marketplace,ขอนแก่น,Smartphone,PAY000169,Bank Transfer,PAID,2026-01-23 15:58:00,True
ORD000170,2026-01-18 21:15:00,C0004,P020,1,499.0,0.0,499.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000170,Bank Transfer,PAID,2026-01-18 22:05:00,True
ORD000171,2026-01-26 20:58:00,C0160,P010,2,891.0,0.0,1782.0,Web,กรุงเทพมหานคร,Smart Home,PAY000171,Credit Card,PAID,2026-01-26 21:59:00,True
ORD000172,2026-01-20 16:52:00,C0028,P034,1,299.0,0.1,269.1,Mobile App,ขอนแก่น,Accessory,PAY000172,PromptPay,PAID,2026-01-20 17:39:00,True
ORD000173,2026-01-03 06:14:00,C0137,P007,3,27195.0,0.0,81585.0,Marketplace,ภูเก็ต,Notebook,PAY000173,Credit Card,PAID,2026-01-03 08:17:00,True
ORD000174,2026-01-28 23:11:00,C0075,P018,4,3990.0,0.05,15162.0,Marketplace,ระยอง,Smartphone,PAY000174,Credit Card,PAID,2026-01-28 23:29:00,True
ORD000175,2026-01-26 17:56:00,C0088,P004,3,1564.5,0.0,4693.5,Marketplace,ภูเก็ต,Smart Home,PAY000175,Credit Card,PAID,2026-01-26 18:58:00,True
ORD000176,2026-01-21 02:49:00,C0120,P025,2,27195.0,0.0,54390.0,Mobile App,ขอนแก่น,Accessory,PAY000176,Credit Card,PAID,2026-01-21 05:33:00,True
ORD000177,2026-01-04 02:29:00,C0015,P027,2,23310.0,0.05,44289.0,Mobile App,ภูเก็ต,Smartphone,PAY000177,Credit Card,PAID,2026-01-04 05:23:00,True
ORD000178,2026-01-26 22:57:00,C0127,P028,4,299.0,0.0,1196.0,Mobile App,ภูเก็ต,Smartphone,PAY000178,Bank Transfer,PAID,2026-01-27 01:41:00,True
ORD000179,2026-01-22 06:53:00,C0147,P012,4,940.5,0.05,3573.8999999999996,Marketplace,ชลบุรี,Accessory,PAY000179,Credit Card,FAILED,2026-01-22 08:18:00,False
ORD000180,2026-01-06 14:27:00,C0026,P021,1,23310.0,0.0,23310.0,Marketplace,เชียงใหม่,Smart Home,PAY000180,Bank Transfer,PAID,2026-01-06 16:40:00,True
ORD000181,2026-01-17 22:36:00,C0078,P007,1,25900.0,0.0,25900.0,Mobile App,ระยอง,Notebook,PAY000181,PromptPay,PAID,2026-01-17 23:43:00,True
ORD000182,2026-01-19 01:42:00,C0135,P025,1,23310.0,0.0,23310.0,Mobile App,กรุงเทพมหานคร,Accessory,PAY000182,Credit Card,PAID,2026-01-19 02:14:00,True
ORD000183,2026-01-11 14:35:00,C0044,P038,3,11610.0,0.0,34830.0,Web,กรุงเทพมหานคร,Smartphone,PAY000183,PromptPay,PAID,2026-01-11 14:59:00,True
ORD000184,2026-01-17 11:36:00,C0154,P019,4,3790.5,0.0,15162.0,Web,เชียงใหม่,Smartphone,PAY000184,PromptPay,PAID,2026-01-17 12:30:00,True
ORD000185,2026-01-08 11:35:00,C0140,P028,4,269.1,0.1,968.7600000000001,Mobile App,ภูเก็ต,Smartphone,PAY000185,Credit Card,PAID,2026-01-08 11:57:00,True
ORD000186,2026-01-11 06:19:00,C0077,P003,1,27195.0,0.0,27195.0,Marketplace,เชียงใหม่,Smartphone,PAY000186,Bank Transfer,FAILED,2026-01-11 06:27:00,False
ORD000187,2026-01-22 17:38:00,C0092,P039,2,990.0,0.0,1980.0,Marketplace,กรุงเทพมหานคร,Notebook,PAY000187,Credit Card,PAID,2026-01-22 19:22:00,True
ORD000188,2026-01-22 03:20:00,C0047,P031,4,1490.0,0.05,5662.0,Marketplace,ระยอง,Smart Home,PAY000188,Credit Card,PAID,2026-01-22 06:04:00,True
ORD000190,2026-01-28 04:14:00,C0129,P025,4,27195.0,0.0,108780.0,Marketplace,กรุงเทพมหานคร,Accessory,PAY000190,PromptPay,PAID,2026-01-28 04:22:00,True
ORD000191,2026-01-17 08:52:00,C0011,P023,1,299.0,0.0,299.0,Mobile App,ชลบุรี,Accessory,PAY000191,PromptPay,PAID,2026-01-17 11:42:00,True
ORD000192,2026-01-13 01:30:00,C0101,P039,1,1039.5,0.0,1039.5,Web,ภูเก็ต,Notebook,PAY000192,Bank Transfer,PAID,2026-01-13 02:16:00,True
ORD000193,2026-01-18 00:15:00,C0052,P005,2,299.0,0.1,538.2,Mobile App,ระยอง,Smartphone,PAY000193,Credit Card,PAID,2026-01-18 00:18:00,True
ORD000194,2026-01-22 00:46:00,C0113,P001,1,299.0,0.1,269.1,Marketplace,ระยอง,Notebook,PAY000194,Bank Transfer,PAID,2026-01-22 02:31:00,True
ORD000195,2026-01-11 22:27:00,C0094,P014,2,990.0,0.0,1980.0,Mobile App,ขอนแก่น,Notebook,PAY000195,Bank Transfer,PAID,2026-01-11 23:40:00,True
ORD000196,2026-01-20 08:53:00,C0132,P007,1,25900.0,0.1,23310.0,Web,ชลบุรี,Notebook,PAY000196,PromptPay,PAID,2026-01-20 10:07:00,True
ORD000197,2026-01-06 22:25:00,C0099,P002,1,1415.5,0.05,1344.725,Web,ขอนแก่น,Smartphone,PAY000197,Credit Card,PAID,2026-01-07 01:07:00,True
ORD000198,2026-01-22 16:13:00,C0040,P012,4,990.0,0.1,3564.0,Marketplace,กรุงเทพมหานคร,Accessory,PAY000198,Bank Transfer,PAID,2026-01-22 17:18:00,True
ORD000200,2026-01-01 14:06:00,C0097,P004,2,1341.0,0.0,2682.0,Mobile App,เชียงใหม่,Smart Home,PAY000200,PromptPay,PAID,2026-01-01 16:49:00,True
ORD000201,2026-01-22 12:04:00,C0059,P022,4,449.1,0.0,1796.4,Marketplace,ระยอง,Accessory,PAY000201,PromptPay,PAID,2026-01-22 14:32:00,True
ORD000202,2026-01-04 08:21:00,C0019,P027,2,23310.0,0.05,44289.0,Web,ระยอง,Smartphone,PAY000202,PromptPay,PAID,2026-01-04 10:23:00,True
ORD000203,2026-01-12 15:24:00,C0083,P025,1,25900.0,0.0,25900.0,Mobile App,ขอนแก่น,Accessory,PAY000203,Credit Card,PAID,2026-01-12 17:06:00,True
ORD000204,2026-01-06 00:39:00,C0131,P036,2,313.95,0.0,627.9,Mobile App,ระยอง,Notebook,PAY000204,Credit Card,PAID,2026-01-06 03:10:00,True
ORD000205,2026-01-17 13:52:00,C0160,P030,4,499.0,0.05,1896.1999999999998,Web,กรุงเทพมหานคร,Smartphone,PAY000205,Credit Card,FAILED,2026-01-17 15:25:00,False
ORD000206,2026-01-06 21:44:00,C0008,P023,4,269.1,0.0,1076.4,Web,ขอนแก่น,Accessory,PAY000206,PromptPay,PAID,2026-01-06 23:55:00,True
ORD000207,2026-01-11 04:13:00,C0052,P001,1,313.95,0.0,313.95,Marketplace,ระยอง,Notebook,PAY000207,PromptPay,PAID,2026-01-11 05:29:00,True
ORD000208,2026-01-25 17:56:00,C0024,P037,4,23310.0,0.1,83916.0,Web,กรุงเทพมหานคร,Smart Home,PAY000208,PromptPay,PAID,2026-01-25 18:11:00,True
ORD000209,2026-01-14 02:39:00,C0067,P006,1,284.05,0.0,284.05,Marketplace,ชลบุรี,Accessory,PAY000209,PromptPay,PAID,2026-01-14 05:29:00,True
ORD000210,2026-01-26 09:51:00,C0013,P009,1,299.0,0.0,299.0,Mobile App,เชียงใหม่,Notebook,PAY000210,Credit Card,PAID,2026-01-26 11:17:00,True
ORD000211,2026-01-24 08:11:00,C0066,P022,2,499.0,0.05,948.0999999999999,Web,ระยอง,Accessory,PAY000211,Credit Card,PAID,2026-01-24 08:30:00,True
ORD000212,2026-01-10 23:01:00,C0071,P001,2,284.05,0.1,511.29,Marketplace,ชลบุรี,Notebook,PAY000212,Credit Card,PAID,2026-01-11 01:18:00,True
ORD000213,2026-01-17 11:40:00,C0025,P021,1,25900.0,0.0,25900.0,Marketplace,ชลบุรี,Smart Home,PAY000213,PromptPay,PAID,2026-01-17 13:48:00,True
ORD000214,2026-01-09 14:42:00,C0014,P019,2,3990.0,0.0,7980.0,Web,ขอนแก่น,Smartphone,PAY000214,Credit Card,PAID,2026-01-09 15:24:00,True
ORD000215,2026-01-21 10:20:00,C0040,P036,2,299.0,0.05,568.1,Web,กรุงเทพมหานคร,Notebook,PAY000215,PromptPay,PAID,2026-01-21 11:14:00,True
ORD000216,2026-01-28 05:31:00,C0024,P033,1,12255.0,0.0,12255.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000216,Credit Card,PAID,2026-01-28 07:48:00,True
ORD000217,2026-01-16 22:43:00,C0081,P028,1,284.05,0.05,269.8475,Mobile App,ขอนแก่น,Smartphone,PAY000217,PromptPay,REFUNDED,2026-01-17 00:44:00,False
ORD000218,2026-01-01 18:45:00,C0072,P020,3,474.05,0.1,1279.9350000000002,Mobile App,เชียงใหม่,Smart Home,PAY000218,Bank Transfer,PAID,2026-01-01 20:07:00,True
ORD000219,2026-01-10 09:38:00,C0081,P021,1,27195.0,0.0,27195.0,Web,ขอนแก่น,Smart Home,PAY000219,Bank Transfer,PAID,2026-01-10 12:03:00,True
ORD000220,2026-01-12 20:20:00,C0135,P037,1,24605.0,0.0,24605.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000220,Credit Card,PAID,2026-01-12 22:17:00,True
ORD000221,2026-01-25 21:10:00,C0157,P008,4,523.95,0.05,1991.01,Marketplace,ระยอง,Accessory,PAY000221,Credit Card,PAID,2026-01-25 21:26:00,True
ORD000222,2026-01-23 20:37:00,C0109,P027,1,24605.0,0.1,22144.5,Mobile App,กรุงเทพมหานคร,Smartphone,PAY000222,Credit Card,PAID,2026-01-23 22:07:00,True
ORD000223,2026-01-17 01:11:00,C0051,P014,2,940.5,0.0,1881.0,Marketplace,เชียงใหม่,Notebook,PAY000223,PromptPay,PAID,2026-01-17 01:44:00,True
ORD000224,2026-01-14 21:18:00,C0012,P031,1,1490.0,0.0,1490.0,Web,ขอนแก่น,Smart Home,PAY000224,PromptPay,PAID,2026-01-14 22:01:00,True
ORD000225,2026-01-16 05:19:00,C0135,P025,1,23310.0,0.05,22144.5,Mobile App,กรุงเทพมหานคร,Accessory,PAY000225,PromptPay,PAID,2026-01-16 06:29:00,True
ORD000226,2026-01-08 17:35:00,C0064,P003,3,23310.0,0.0,69930.0,Mobile App,ขอนแก่น,Smartphone,PAY000226,Credit Card,PAID,2026-01-08 18:59:00,True
ORD000227,2026-01-02 17:13:00,C0007,P016,1,1490.0,0.0,1490.0,Marketplace,กรุงเทพมหานคร,Accessory,PAY000227,Bank Transfer,PAID,2026-01-02 19:15:00,True
ORD000228,2026-01-17 20:14:00,C0053,P028,3,299.0,0.0,897.0,Web,ระยอง,Smartphone,PAY000228,Credit Card,PAID,2026-01-17 21:37:00,True
ORD000229,2026-01-08 13:18:00,C0008,P017,2,940.5,0.0,1881.0,Mobile App,ขอนแก่น,Smartphone,PAY000229,Bank Transfer,PAID,2026-01-08 14:50:00,True
ORD000230,2026-01-19 20:00:00,C0160,P015,4,299.0,0.1,1076.4,Web,กรุงเทพมหานคร,Notebook,PAY000230,PromptPay,PAID,2026-01-19 20:18:00,True
ORD000231,2026-01-11 10:24:00,C0033,P038,1,12900.0,0.0,12900.0,Web,ระยอง,Smartphone,PAY000231,Credit Card,PAID,2026-01-11 10:38:00,True
ORD000232,2026-01-08 03:01:00,C0004,P008,1,499.0,0.05,474.04999999999995,Marketplace,กรุงเทพมหานคร,Accessory,PAY000232,PromptPay,PAID,2026-01-08 03:06:00,True
ORD000233,2026-01-18 08:14:00,C0085,P007,2,25900.0,0.0,51800.0,Marketplace,กรุงเทพมหานคร,Notebook,PAY000233,PromptPay,PAID,2026-01-18 09:31:00,True
ORD000234,2026-01-06 03:24:00,C0025,P026,2,12900.0,0.0,25800.0,Marketplace,ชลบุรี,Smart Home,PAY000234,Bank Transfer,PAID,2026-01-06 04:58:00,True
ORD000235,2026-01-12 09:30:00,C0087,P030,3,499.0,0.0,1497.0,Marketplace,กรุงเทพมหานคร,Smartphone,PAY000235,PromptPay,PAID,2026-01-12 11:42:00,True
ORD000236,2026-01-19 05:22:00,C0068,P027,1,23310.0,0.05,22144.5,Marketplace,ขอนแก่น,Smartphone,PAY000236,Bank Transfer,PAID,2026-01-19 05:28:00,True
ORD000237,2026-01-17 04:02:00,C0020,P030,3,523.95,0.1,1414.6650000000002,Web,ขอนแก่น,Smartphone,PAY000237,Bank Transfer,PAID,2026-01-17 04:13:00,True
ORD000238,2026-01-10 23:15:00,C0140,P034,2,313.95,0.0,627.9,Marketplace,ภูเก็ต,Accessory,PAY000238,Bank Transfer,PAID,2026-01-11 02:11:00,True
ORD000239,2026-01-27 08:24:00,C0044,P004,2,1490.0,0.0,2980.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000239,Credit Card,PAID,2026-01-27 08:51:00,True
ORD000240,2026-01-01 04:54:00,C0091,P018,1,3990.0,0.0,3990.0,Mobile App,ชลบุรี,Smartphone,PAY000240,PromptPay,PAID,2026-01-01 06:09:00,True
ORD000241,2026-01-24 06:52:00,C0003,P026,3,12255.0,0.0,36765.0,Web,ขอนแก่น,Smart Home,PAY000241,Credit Card,PAID,2026-01-24 09:08:00,True
ORD000242,2026-01-08 00:54:00,C0106,P016,2,1490.0,0.0,2980.0,Web,ภูเก็ต,Accessory,PAY000242,Credit Card,PAID,2026-01-08 03:54:00,True
ORD000243,2026-01-19 16:38:00,C0129,P013,3,499.0,0.1,1347.3,Mobile App,กรุงเทพมหานคร,Smart Home,PAY000243,Bank Transfer,PAID,2026-01-19 17:52:00,True
ORD000244,2026-01-16 14:15:00,C0153,P029,2,3990.0,0.05,7581.0,Web,ขอนแก่น,Notebook,PAY000244,PromptPay,PAID,2026-01-16 16:05:00,True
ORD000245,2026-01-11 05:18:00,C0058,P031,1,1415.5,0.1,1273.95,Web,ระยอง,Smart Home,PAY000245,Credit Card,PAID,2026-01-11 06:59:00,True
ORD000246,2026-01-12 03:50:00,C0107,P028,1,269.1,0.05,255.645,Mobile App,ระยอง,Smartphone,PAY000246,Bank Transfer,PAID,2026-01-12 06:31:00,True
ORD000247,2026-01-20 00:13:00,C0025,P029,2,4189.5,0.05,7960.049999999999,Web,ชลบุรี,Notebook,PAY000247,PromptPay,PAID,2026-01-20 01:03:00,True
ORD000248,2026-01-14 08:37:00,C0144,P009,1,284.05,0.0,284.05,Mobile App,ภูเก็ต,Notebook,PAY000248,PromptPay,PAID,2026-01-14 08:56:00,True
ORD000249,2026-01-04 01:05:00,C0121,P008,3,499.0,0.0,1497.0,Web,กรุงเทพมหานคร,Accessory,PAY000249,Credit Card,PAID,2026-01-04 03:32:00,True
ORD000250,2026-01-20 22:06:00,C0160,P039,3,891.0,0.05,2539.35,Web,กรุงเทพมหานคร,Notebook,PAY000250,Credit Card,PAID,2026-01-20 23:00:00,True
ORD000251,2026-01-10 23:16:00,C0014,P010,3,891.0,0.1,2405.7000000000003,Web,ขอนแก่น,Smart Home,PAY000251,Bank Transfer,PAID,2026-01-11 00:28:00,True
ORD000252,2026-01-12 07:49:00,C0068,P020,1,449.1,0.1,404.19000000000005,Web,ขอนแก่น,Smart Home,PAY000252,Credit Card,PAID,2026-01-12 08:17:00,True
ORD000253,2026-01-05 12:14:00,C0139,P029,4,3990.0,0.1,14364.0,Marketplace,ระยอง,Notebook,PAY000253,Bank Transfer,PAID,2026-01-05 14:03:00,True
ORD000254,2026-01-02 14:40:00,C0030,P012,2,990.0,0.0,1980.0,Mobile App,ชลบุรี,Accessory,PAY000254,Bank Transfer,PAID,2026-01-02 16:51:00,True
ORD000255,2026-01-26 05:45:00,C0090,P010,2,940.5,0.0,1881.0,Mobile App,เชียงใหม่,Smart Home,PAY000255,PromptPay,PAID,2026-01-26 08:04:00,True
ORD000256,2026-01-07 08:04:00,C0056,P024,4,299.0,0.0,1196.0,Mobile App,เชียงใหม่,Accessory,PAY000256,PromptPay,FAILED,2026-01-07 09:10:00,False
ORD000257,2026-01-15 04:48:00,C0016,P014,1,990.0,0.05,940.5,Mobile App,ชลบุรี,Notebook,PAY000257,Credit Card,PAID,2026-01-15 05:54:00,True
ORD000258,2026-01-02 00:35:00,C0050,P002,4,1490.0,0.0,5960.0,Web,เชียงใหม่,Smartphone,PAY000258,PromptPay,PAID,2026-01-02 02:44:00,True
ORD000259,2026-01-18 01:24:00,C0102,P039,3,1039.5,0.1,2806.65,Marketplace,ระยอง,Notebook,PAY000259,PromptPay,PAID,2026-01-18 02:01:00,True
ORD000260,2026-01-06 12:56:00,C0151,P029,4,4189.5,0.1,15082.2,Marketplace,ชลบุรี,Notebook,PAY000260,Bank Transfer,PAID,2026-01-06 14:03:00,True
ORD000261,2026-01-19 00:17:00,C0037,P032,1,25900.0,0.0,25900.0,Web,ภูเก็ต,Notebook,PAY000261,Credit Card,PAID,2026-01-19 03:05:00,True
ORD000262,2026-01-24 01:10:00,C0049,P013,2,499.0,0.0,998.0,Marketplace,ระยอง,Smart Home,PAY000262,PromptPay,FAILED,2026-01-24 01:14:00,False
ORD000263,2026-01-21 09:23:00,C0019,P019,2,3990.0,0.1,7182.0,Mobile App,ระยอง,Smartphone,PAY000263,Bank Transfer,PAID,2026-01-21 12:13:00,True
ORD000264,2026-01-15 23:38:00,C0110,P018,2,3990.0,0.1,7182.0,Mobile App,เชียงใหม่,Smartphone,PAY000264,Bank Transfer,PAID,2026-01-16 01:52:00,True
ORD000265,2026-01-25 21:34:00,C0116,P031,2,1490.0,0.05,2831.0,Web,ระยอง,Smart Home,PAY000265,PromptPay,PAID,2026-01-25 22:52:00,True
ORD000266,2026-01-23 00:34:00,C0010,P037,2,24605.0,0.1,44289.0,Mobile App,ชลบุรี,Smart Home,PAY000266,Credit Card,REFUNDED,2026-01-23 02:58:00,False
ORD000268,2026-01-13 08:12:00,C0045,P018,3,3591.0,0.0,10773.0,Mobile App,เชียงใหม่,Smartphone,PAY000268,Credit Card,PAID,2026-01-13 08:58:00,True
ORD000269,2026-01-16 02:11:00,C0115,P012,4,1039.5,0.0,4158.0,Marketplace,ระยอง,Accessory,PAY000269,Bank Transfer,PAID,2026-01-16 03:31:00,True
ORD000270,2026-01-12 19:00:00,C0087,P030,3,449.1,0.05,1279.9350000000002,Web,กรุงเทพมหานคร,Smartphone,PAY000270,Bank Transfer,PAID,2026-01-12 19:18:00,True
ORD000271,2026-01-07 11:25:00,C0091,P035,2,23310.0,0.0,46620.0,Web,ชลบุรี,Accessory,PAY000271,Credit Card,PAID,2026-01-07 14:14:00,True
ORD000272,2026-01-19 03:26:00,C0159,P038,1,13545.0,0.0,13545.0,Mobile App,ภูเก็ต,Smartphone,PAY000272,Credit Card,PAID,2026-01-19 04:25:00,True
ORD000273,2026-01-12 05:23:00,C0008,P005,1,269.1,0.0,269.1,Mobile App,ขอนแก่น,Smartphone,PAY000273,Credit Card,PAID,2026-01-12 06:20:00,True
ORD000274,2026-01-10 19:46:00,C0157,P028,2,299.0,0.0,598.0,Web,ระยอง,Smartphone,PAY000274,PromptPay,PAID,2026-01-10 22:12:00,True
ORD000275,2026-01-28 07:37:00,C0031,P032,1,23310.0,0.0,23310.0,Mobile App,กรุงเทพมหานคร,Notebook,PAY000275,Bank Transfer,PAID,2026-01-28 08:56:00,True
ORD000277,2026-01-08 09:08:00,C0007,P009,3,299.0,0.0,897.0,Marketplace,กรุงเทพมหานคร,Notebook,PAY000277,Bank Transfer,PAID,2026-01-08 11:22:00,True
ORD000278,2026-01-09 23:49:00,C0002,P015,2,313.95,0.0,627.9,Marketplace,ชลบุรี,Notebook,PAY000278,Credit Card,PAID,2026-01-10 02:25:00,True
ORD000279,2026-01-21 01:07:00,C0004,P040,2,3990.0,0.0,7980.0,Mobile App,กรุงเทพมหานคร,Accessory,PAY000279,PromptPay,PAID,2026-01-21 02:34:00,True
ORD000280,2026-01-27 03:52:00,C0101,P004,2,1490.0,0.05,2831.0,Web,ภูเก็ต,Smart Home,PAY000280,Credit Card,PAID,2026-01-27 04:58:00,True
ORD000281,2026-01-04 23:47:00,C0099,P011,1,23310.0,0.0,23310.0,Mobile App,ขอนแก่น,Accessory,PAY000281,Bank Transfer,PAID,2026-01-05 01:18:00,True
ORD000282,2026-01-18 02:19:00,C0137,P026,1,12900.0,0.0,12900.0,Marketplace,ภูเก็ต,Smart Home,PAY000282,PromptPay,PAID,2026-01-18 04:13:00,True
ORD000283,2026-01-05 22:30:00,C0078,P010,2,1039.5,0.0,2079.0,Web,ระยอง,Smart Home,PAY000283,PromptPay,PAID,2026-01-05 22:38:00,True
ORD000284,2026-01-07 09:47:00,C0115,P035,3,25900.0,0.0,77700.0,Web,ระยอง,Accessory,PAY000284,PromptPay,PAID,2026-01-07 11:53:00,True
ORD000285,2026-01-02 15:23:00,C0094,P025,2,27195.0,0.05,51670.5,Mobile App,ขอนแก่น,Accessory,PAY000285,Bank Transfer,FAILED,2026-01-02 17:43:00,False
ORD000286,2026-01-25 11:47:00,C0106,P027,2,25900.0,0.05,49210.0,Marketplace,ภูเก็ต,Smartphone,PAY000286,PromptPay,PAID,2026-01-25 13:38:00,True
ORD000287,2026-01-17 00:04:00,C0074,P026,1,12255.0,0.0,12255.0,Marketplace,ขอนแก่น,Smart Home,PAY000287,Bank Transfer,PAID,2026-01-17 02:51:00,True
ORD000288,2026-01-07 04:21:00,C0005,P029,3,3990.0,0.0,11970.0,Marketplace,ระยอง,Notebook,PAY000288,PromptPay,PAID,2026-01-07 04:36:00,True
ORD000289,2026-01-15 09:31:00,C0083,P029,3,3790.5,0.0,11371.5,Marketplace,ขอนแก่น,Notebook,PAY000289,Bank Transfer,PAID,2026-01-15 09:43:00,True
ORD000290,2026-01-12 13:01:00,C0038,P034,4,299.0,0.0,1196.0,Web,ชลบุรี,Accessory,PAY000290,Credit Card,PAID,2026-01-12 14:21:00,True
ORD000291,2026-01-27 10:12:00,C0158,P036,3,299.0,0.1,807.3000000000001,Mobile App,เชียงใหม่,Notebook,PAY000291,PromptPay,PAID,2026-01-27 10:43:00,True
ORD000292,2026-01-24 12:23:00,C0130,P013,1,474.05,0.05,450.34749999999997,Mobile App,ภูเก็ต,Smart Home,PAY000292,Bank Transfer,PAID,2026-01-24 14:47:00,True
ORD000293,2026-01-12 19:17:00,C0048,P037,3,24605.0,0.0,73815.0,Web,กรุงเทพมหานคร,Smart Home,PAY000293,PromptPay,PAID,2026-01-12 20:54:00,True
ORD000294,2026-01-08 14:54:00,C0109,P007,1,27195.0,0.05,25835.25,Mobile App,กรุงเทพมหานคร,Notebook,PAY000294,Credit Card,FAILED,2026-01-08 16:03:00,False
ORD000295,2026-01-04 05:04:00,C0054,P036,2,313.95,0.1,565.11,Mobile App,กรุงเทพมหานคร,Notebook,PAY000295,PromptPay,PAID,2026-01-04 05:52:00,True
ORD000296,2026-01-16 06:57:00,C0104,P036,1,284.05,0.0,284.05,Marketplace,ระยอง,Notebook,PAY000296,Bank Transfer,PAID,2026-01-16 07:02:00,True
ORD000297,2026-01-15 13:14:00,C0123,P019,2,3990.0,0.05,7581.0,Mobile App,ระยอง,Smartphone,PAY000297,PromptPay,PAID,2026-01-15 15:38:00,True
ORD000298,2026-01-27 17:42:00,C0122,P039,2,891.0,0.1,1603.8,Marketplace,ขอนแก่น,Notebook,PAY000298,Credit Card,PAID,2026-01-27 19:15:00,True
ORD000299,2026-01-02 22:35:00,C0009,P021,3,24605.0,0.1,66433.5,Web,ภูเก็ต,Smart Home,PAY000299,Bank Transfer,PAID,2026-01-03 00:20:00,True
ORD000300,2026-01-20 05:53:00,C0138,P009,2,269.1,0.1,484.38000000000005,Web,กรุงเทพมหานคร,Notebook,PAY000300,PromptPay,PAID,2026-01-20 06:26:00,True
ORD000301,2026-01-12 08:38:00,C0013,P040,4,3990.0,0.0,15960.0,Marketplace,เชียงใหม่,Accessory,PAY000301,Bank Transfer,PAID,2026-01-12 10:45:00,True
ORD000302,2026-01-02 04:34:00,C0081,P026,1,11610.0,0.05,11029.5,Mobile App,ขอนแก่น,Smart Home,PAY000302,PromptPay,PAID,2026-01-02 06:41:00,True
ORD000303,2026-01-20 15:52:00,C0101,P026,4,12900.0,0.0,51600.0,Marketplace,ภูเก็ต,Smart Home,PAY000303,PromptPay,PAID,2026-01-20 17:24:00,True
ORD000304,2026-01-04 19:27:00,C0147,P009,4,313.95,0.0,1255.8,Mobile App,ชลบุรี,Notebook,PAY000304,Credit Card,PAID,2026-01-04 21:36:00,True
ORD000305,2026-01-26 21:33:00,C0116,P030,1,499.0,0.05,474.04999999999995,Web,ระยอง,Smartphone,PAY000305,Credit Card,PAID,2026-01-27 00:16:00,True
ORD000306,2026-01-22 16:20:00,C0126,P032,1,27195.0,0.0,27195.0,Mobile App,เชียงใหม่,Notebook,PAY000306,PromptPay,PAID,2026-01-22 16:52:00,True
ORD000307,2026-01-14 05:12:00,C0109,P039,3,1039.5,0.0,3118.5,Web,กรุงเทพมหานคร,Notebook,PAY000307,Credit Card,PAID,2026-01-14 06:46:00,True
ORD000308,2026-01-06 21:33:00,C0019,P037,4,23310.0,0.0,93240.0,Marketplace,ระยอง,Smart Home,PAY000308,Credit Card,PAID,2026-01-06 22:49:00,True
ORD000309,2026-01-16 01:10:00,C0081,P015,1,299.0,0.0,299.0,Marketplace,ขอนแก่น,Notebook,PAY000309,PromptPay,PAID,2026-01-16 02:32:00,True
ORD000310,2026-01-13 04:56:00,C0029,P026,1,12900.0,0.0,12900.0,Mobile App,ขอนแก่น,Smart Home,PAY000310,Credit Card,FAILED,2026-01-13 07:45:00,False
ORD000311,2026-01-13 17:06:00,C0144,P032,3,25900.0,0.1,69930.0,Mobile App,ภูเก็ต,Notebook,PAY000311,PromptPay,PAID,2026-01-13 17:17:00,True
